RegisterAddress,TimestampMicroseconds,DataElement0
34,"315,515300",-7608,-751,-2855,61,-2810,-327,37,95,-34
34,"315,525900",-7345,-797,-2488,444,-1945,365,37,95,-33
34,"315,535200",-7448,-538,-2558,373,261,1414,37,95,-33
34,"315,545800",-7459,-253,-3004,-638,3056,2145,36,94,-31
34,"315,555200",-7558,70,-3272,-1462,5225,2401,36,94,-31
34,"315,565800",-7349,38,-3734,-1306,5344,2173,34,93,-34
34,"315,575200",-7461,27,-3988,-235,2144,1904,34,93,-34
34,"315,585800",-7366,-21,-3576,-84,-74,1184,36,93,-33
34,"315,595200",-7488,-7,-2898,191,-902,632,36,93,-33
34,"315,605700",-7529,103,-2474,310,368,268,35,94,-33
34,"315,615100",-7228,54,-2878,98,2503,88,35,94,-33
34,"315,625700",-7095,-115,-3560,357,4202,17,36,93,-34
34,"315,635100",-7364,-155,-3935,1649,3560,146,36,93,-34
34,"315,645800",-7384,-86,-4092,2286,1248,185,33,93,-35
34,"315,655100",-7498,-33,-3933,1367,-416,267,33,93,-35
34,"315,665600",-7505,-97,-3539,535,-1496,368,35,94,-36
34,"315,675000",-7319,-117,-3325,1306,-2508,150,35,94,-36
34,"315,685600",-7320,-308,-2665,567,-2843,419,35,94,-34
34,"315,695000",-7405,-267,-2758,-859,548,1123,35,94,-34
34,"315,705600",-7052,-208,-3279,704,3148,1019,36,94,-36
34,"315,715000",-7166,-336,-3698,2930,3550,406,36,94,-36
34,"315,725600",-7573,-332,-4228,5526,2137,-563,33,94,-37
34,"315,735000",-7951,-257,-4573,4382,-343,-521,33,94,-37
34,"315,745500",-7985,83,-3733,-2703,-3470,1647,34,94,-35
34,"315,754900",-7645,496,-3687,-3098,-4176,4383,34,94,-35
34,"315,765500",-7562,584,-2868,-780,-3324,2840,34,93,-35
34,"315,774900",-7089,271,-2643,-1394,-1901,-362,34,93,-35
34,"315,785500",-6951,72,-2579,-849,-312,-1701,34,93,-34
34,"315,794900",-6982,-198,-2675,-686,2283,-2131,34,93,-34
34,"315,805500",-7145,-403,-2880,-268,4909,-1630,34,95,-35
34,"315,814800",-6765,-305,-4053,1315,4573,-820,34,95,-35
34,"315,825400",-7783,-451,-4391,571,780,-615,34,93,-35
34,"315,834800",-7767,-353,-4008,1911,-3010,254,34,93,-35
34,"315,845400",-7544,-355,-3049,-334,-4929,1211,36,95,-34
34,"315,854800",-7646,-51,-2758,-1656,-3157,2600,36,95,-34
34,"315,865500",-7153,129,-3239,-1320,-323,2577,34,92,-37
34,"315,874700",-7192,293,-3574,-710,461,1285,34,92,-37
34,"315,885300",-7144,216,-3733,-718,167,-53,33,93,-34
34,"315,894700",-7531,67,-3402,317,-730,-667,33,93,-34
34,"315,905300",-7669,53,-3253,918,-1242,-553,35,94,-36
34,"315,914700",-7472,-108,-3339,1722,-690,-360,35,94,-36
34,"315,925300",-7186,-189,-3490,1858,-267,-351,33,93,-35
34,"315,934700",-7646,-106,-3159,610,-1538,-25,33,93,-35
34,"315,945300",-7450,-117,-3241,-165,-1304,337,33,93,-34
34,"315,954700",-7293,-93,-3156,-787,-769,391,33,93,-34
34,"315,965200",-7266,-136,-3239,-1321,-223,201,33,95,-35
34,"315,974600",-7438,-104,-3248,-587,130,472,33,95,-35
34,"315,985200",-7518,-60,-3337,744,124,476,32,94,-35
34,"315,994600",-7522,-70,-3304,663,-351,469,32,94,-35
34,"316,005200",-7395,-116,-3416,-412,-147,610,34,94,-36
34,"316,014500",-7411,-68,-3315,1526,372,870,34,94,-36
34,"316,025100",-7123,-147,-3413,2664,979,286,34,94,-37
34,"316,034500",-7450,-27,-3253,840,-519,271,34,94,-37
34,"316,045100",-7503,8,-3167,-313,-118,541,32,93,-33
34,"316,054500",-8130,-491,-2970,2577,2202,754,32,93,-33
34,"316,065000",-7921,684,-2143,23640,13617,1060,32,93,-37
34,"316,074400",-5275,50,-2970,27697,25487,-10034,32,93,-37
34,"316,085200",-5818,-1394,-5423,14497,18932,-12263,32,94,-45
34,"316,094400",-7464,-1761,-6319,3837,6904,-3578,32,94,-45
34,"316,105000",-8525,-1175,-5196,-1240,-4218,4730,33,93,-47
34,"316,114400",-8278,-628,-3429,4374,-8083,8147,33,93,-47
34,"316,125000",-8506,-715,-3239,32767,4864,10331,34,93,-47
34,"316,134400",-4973,-804,-2406,32767,20489,-4077,34,93,-47
34,"316,145000",-5602,-1739,-3244,22461,11724,-5634,32,95,-52
34,"316,154400",-6353,-1256,-4617,6125,6999,6338,32,95,-52
34,"316,165000",-6883,-1014,-5178,-3749,5435,12393,32,94,-56
34,"316,174400",-6960,-811,-4995,-3080,-5,12270,32,94,-56
34,"316,184900",-7667,-148,-4342,-455,-3920,9242,29,93,-60
34,"316,194300",-7874,-715,-4122,3157,-4006,7503,29,93,-60
34,"316,204900",-7458,-928,-2583,24907,5247,8498,28,93,-59
34,"316,214300",-5660,379,-2402,32767,19646,-2903,28,93,-59
34,"316,224900",-5811,-1126,-4196,7946,17345,-7276,27,92,-65
34,"316,234200",-6209,-1158,-5504,-2631,11379,3786,27,92,-65
34,"316,244900",-7245,-1414,-5199,-1242,10234,10194,27,91,-67
34,"316,254200",-5772,154,-5381,11471,16855,8436,27,91,-67
34,"316,264800",-6519,-393,-6263,3566,11463,-261,26,90,-71
34,"316,274200",-6928,-779,-6456,-4674,-927,683,26,90,-71
34,"316,284800",-7075,-728,-5456,-7099,-6691,3802,27,90,-70
34,"316,294100",-7158,16,-3872,-3772,-5055,3419,27,90,-70
34,"316,304900",-6020,-205,-3575,-10446,1400,-605,25,88,-72
34,"316,314100",-5683,-225,-4403,-11862,3659,637,25,88,-72
34,"316,324700",-6636,-248,-5027,-10485,1433,2814,25,88,-69
34,"316,334100",-6551,-53,-5207,-5830,-1444,2692,25,88,-69
34,"316,344600",-7003,81,-5087,-1020,-4353,462,24,86,-70
34,"316,354100",-7309,-249,-4357,-482,-5366,-1855,24,86,-70
34,"316,364600",-6354,-509,-4223,-1580,-3631,-2249,24,88,-68
34,"316,374000",-6371,-482,-4082,-1118,-1505,-1535,24,88,-68
34,"316,384700",-6336,-586,-4158,-1942,1241,-1076,25,88,-67
34,"316,394000",-6266,-256,-4441,-621,2270,27,25,88,-67
34,"316,404600",-6566,-282,-4982,-383,2325,-302,25,87,-65
34,"316,414000",-7076,-476,-5255,-383,49,-621,25,87,-65
34,"316,424600",-6953,-540,-5159,-497,-1625,-442,25,90,-69
34,"316,434000",-6898,-417,-4670,184,-2539,-37,25,90,-69
34,"316,444500",-6384,-341,-4430,368,-2051,-182,27,87,-68
34,"316,454000",-6272,-464,-4264,-821,-1461,-585,27,87,-68
34,"316,464600",-6156,-421,-4291,-2215,-389,-334,25,88,-66
34,"316,473900",-6680,-241,-4533,-2033,2160,-809,25,88,-66
34,"316,484500",-6459,-401,-5260,-1640,2579,-1420,28,88,-67
34,"316,493900",-6780,-353,-5536,-3430,354,-1325,28,88,-67
34,"316,504400",-6618,-215,-5220,-5050,-1230,-840,27,90,-66
34,"316,513900",-6790,-117,-4898,-8692,-2596,-1078,27,90,-66
34,"316,524600",-6328,-414,-4591,-18298,-1047,-1059,25,88,-65
34,"316,533800",-6800,-231,-5056,-27579,1337,4255,25,88,-65
34,"316,544400",-6659,224,-5342,-29701,-2512,9782,25,88,-63
34,"316,553800",-7320,981,-5796,-21199,-5155,6777,25,88,-63
34,"316,564300",-7130,492,-5814,-15498,-8827,583,24,89,-58
34,"316,573700",-6523,325,-4408,-16329,-15666,-404,24,89,-58
34,"316,584300",-6384,832,-3184,-18570,-17189,-816,22,85,-53
34,"316,593700",-6795,931,-2373,-18083,-14716,22,22,85,-53
34,"316,604300",-6363,583,-3107,-13394,-10881,302,22,86,-46
34,"316,613700",-7227,915,-3089,-5745,-7189,-528,22,86,-46
34,"316,624300",-6653,1336,-2949,-1759,-1708,-2730,24,88,-43
34,"316,633600",-7276,1085,-3339,-4053,1651,-4350,24,88,-43
34,"316,644200",-6364,822,-3523,-4988,4726,-3822,24,89,-43
34,"316,653600",-6341,365,-3945,-5868,7388,-3171,24,89,-43
34,"316,664200",-6899,600,-4750,-3968,7216,-1207,26,89,-43
34,"316,673600",-7590,887,-4740,3,3853,-53,26,89,-43
34,"316,684100",-7755,1130,-4368,2119,2248,-1439,25,89,-45
34,"316,693500",-7397,980,-4849,2872,2526,-3689,25,89,-45
34,"316,704100",-7476,534,-4666,1692,2081,-5180,24,89,-45
34,"316,713500",-7050,294,-4383,-654,904,-4414,24,89,-45
34,"316,724100",-6617,260,-4159,-1449,-49,-2664,26,89,-46
34,"316,733500",-6702,308,-4084,-475,130,-788,26,89,-46
34,"316,744200",-6687,560,-4641,-962,1019,137,24,91,-48
34,"316,753500",-7141,793,-5255,-1610,-833,-121,24,91,-48
34,"316,764100",-7346,835,-5259,-3676,-6100,-370,27,91,-45
34,"316,773500",-8137,740,-4395,-7330,-13499,-109,27,91,-45
34,"316,784000",-8187,510,-2540,-5166,-16302,33,28,91,-43
34,"316,793400",-7057,350,-2318,-1358,-9327,-511,28,91,-43
34,"316,804000",-6245,-132,-2643,-673,-3379,76,27,87,-40
34,"316,813300",-6500,422,-2943,598,1666,2419,27,87,-40
34,"316,824000",-6670,958,-3567,-1548,3069,2944,26,91,-39
34,"316,833300",-7031,609,-3909,-9770,-1462,3932,26,91,-39
34,"316,843900",-8109,752,-3014,-11327,-7828,7387,26,89,-39
34,"316,853300",-8435,1014,-2623,-4981,-10515,7957,26,89,-39
34,"316,863900",-7982,1169,-2936,3398,-9796,5660,25,88,-36
34,"316,873300",-7347,1479,-3417,7645,-8182,3485,25,88,-36
34,"316,883900",-7767,1186,-3464,6979,-10842,1870,25,86,-34
34,"316,893200",-7721,1158,-3336,6734,-13679,1156,25,86,-34
34,"316,903800",-7642,1312,-3268,6519,-14262,-648,23,83,-33
34,"316,913200",-8028,942,-2661,2959,-12360,-2915,23,83,-33
34,"316,923800",-7822,510,-2722,1483,-5425,-3464,20,84,-31
34,"316,933200",-8047,-271,-2526,-2520,1550,-751,20,84,-31
34,"316,943800",-6507,383,-3890,-1768,2944,3450,24,83,-30
34,"316,953200",-6172,779,-4807,-295,-38,7187,24,83,-30
34,"316,963900",-7213,1884,-3805,3133,-7565,9330,23,84,-30
34,"316,973100",-7051,1875,-2929,2103,-13932,6348,23,84,-30
34,"316,983700",-6505,1900,-2376,2705,-17461,2647,21,84,-28
34,"316,993100",-6230,1647,-1355,644,-16169,-863,21,84,-28
34,"317,003700",-6884,2336,-922,3834,-10888,-2439,21,79,-27
34,"317,013100",-8505,1873,-90,5292,-1885,-5028,21,79,-27
34,"317,023700",-7991,1609,-513,7925,8517,-6970,19,79,-27
34,"317,033100",-7340,467,-2593,8648,17912,-8850,19,79,-27
34,"317,043700",-7386,-220,-3667,9694,19591,-7635,22,81,-31
34,"317,053100",-7602,-37,-3152,13060,18409,-4664,22,81,-31
34,"317,063600",-7741,356,-3262,11490,18587,-1563,22,84,-34
34,"317,073000",-7308,896,-3738,6893,17154,-239,22,84,-34
34,"317,083600",-6975,670,-4386,832,12385,-1756,23,83,-38
34,"317,093000",-7188,458,-4131,-718,8136,-1198,23,83,-38
34,"317,103600",-7707,468,-4422,-298,5600,-355,23,85,-40
34,"317,112900",-8048,371,-4808,2370,3274,980,23,85,-40
34,"317,123500",-8321,671,-4362,4523,1483,2568,23,84,-42
34,"317,132900",-8160,604,-2924,5122,3143,1589,23,84,-42
34,"317,143500",-7582,683,-2339,7568,10034,-1138,23,85,-45
34,"317,152900",-6312,-26,-4400,4584,15190,-2401,23,85,-45
34,"317,163400",-6896,81,-6265,6497,9712,-383,20,85,-47
34,"317,172800",-7742,605,-4874,12391,-2149,1161,20,85,-47
34,"317,183600",-7657,334,-4030,10888,-9437,-1405,23,84,-50
34,"317,192800",-6905,356,-3927,9359,-6714,-1738,23,84,-50
34,"317,203400",-6863,231,-3532,7714,-5067,-1696,21,83,-49
34,"317,212800",-7260,484,-2604,3593,-6475,-1535,21,83,-49
34,"317,223400",-6873,319,-2426,898,-2175,-2534,22,80,-50
34,"317,232800",-6543,273,-2366,-908,5213,-1708,22,80,-50
34,"317,243400",-6171,652,-3972,897,11929,-1318,22,83,-50
34,"317,252800",-6071,-373,-6695,1386,13395,-3275,22,83,-50
34,"317,263400",-6856,-870,-6027,3835,7243,-1639,23,84,-50
34,"317,272700",-7752,-798,-5648,5266,973,1586,23,84,-50
34,"317,283300",-8054,-1278,-5087,10688,-6583,2924,25,83,-51
34,"317,292700",-7437,-1603,-3001,27349,-12637,5614,25,83,-51
34,"317,303300",-7213,-1191,-3212,32767,-8214,9937,22,84,-56
34,"317,312700",-6684,-531,-2373,32767,-3559,11676,22,84,-56
34,"317,323200",-6799,68,-2326,23863,1858,10649,21,81,-59
34,"317,332600",-6589,-2,-3221,1524,6809,9207,21,81,-59
34,"317,343200",-6259,-134,-4595,-8095,8166,11071,20,81,-61
34,"317,352500",-6164,322,-5553,-7917,5165,10500,20,81,-61
34,"317,363200",-6187,641,-5398,-2641,-722,8648,15,77,-61
34,"317,372500",-6991,213,-5334,-1353,-7998,8105,15,77,-61
34,"317,383100",-7208,630,-5003,10066,-11550,7211,15,75,-60
34,"317,392500",-7531,-293,-3534,13824,-16230,2647,15,75,-60
34,"317,403300",-8190,-5,-1608,11864,-18027,2752,16,76,-61
34,"317,412500",-7468,-11,-1485,5760,-12446,4044,16,76,-61
34,"317,423100",-7299,-389,-2017,-266,-8567,5700,14,77,-59
34,"317,432500",-7358,-365,-2508,-2258,-1829,7209,14,77,-59
34,"317,443100",-7650,-82,-2811,-5120,5836,9651,15,71,-57
34,"317,452400",-7835,316,-4185,-5677,8859,10409,15,71,-57
34,"317,463000",-7491,1116,-5199,-2504,2523,11635,13,71,-58
34,"317,472400",-8226,2129,-4442,1635,-6287,11008,13,71,-58
34,"317,483000",-8801,2402,-4080,6776,-8633,7480,13,69,-58
34,"317,492400",-8410,1928,-2312,14062,-9881,3023,13,69,-58
34,"317,503000",-7219,1222,-1242,12263,-4815,1919,9,70,-59
34,"317,512300",-6668,900,-2164,5294,638,2572,9,70,-59
34,"317,522900",-7248,1535,-2176,2534,4396,2588,11,70,-59
34,"317,532400",-6914,1513,-3014,-2542,7751,-433,11,70,-59
34,"317,542900",-6081,750,-4542,-4166,10546,-769,11,67,-60
34,"317,552300",-6448,1667,-5287,5209,9261,148,11,67,-60
34,"317,562800",-7253,779,-5921,18746,8398,898,8,65,-63
34,"317,572300",-7001,188,-4941,32767,7187,731,8,65,-63
34,"317,582900",-8287,-1599,-2528,32767,5068,-94,10,70,-68
34,"317,592300",-6988,-1103,-1895,32767,5358,7521,10,70,-68
34,"317,602800",-6274,211,-1917,32767,7938,10458,13,66,-75
34,"317,612200",-5878,-714,-2461,32168,11451,6363,13,66,-75
34,"317,623000",-5755,-597,-5569,32767,13371,10496,14,64,-82
34,"317,632200",-6429,-40,-5666,32767,13408,12100,14,64,-82
34,"317,642800",-7644,-285,-3709,32767,3588,7389,17,63,-90
34,"317,652200",-7466,-348,-4039,15139,-1955,5039,17,63,-90
34,"317,662800",-7421,-570,-4824,-899,2786,2937,18,59,-96
34,"317,672100",-7501,-650,-4777,-6530,4353,6737,18,59,-96
34,"317,682700",-6337,425,-5543,-2141,592,10856,17,59,-93
34,"317,692100",-7432,1065,-5104,-41,-8180,8608,17,59,-93
34,"317,702700",-6947,487,-4352,-1786,-16505,5636,16,59,-93
34,"317,712100",-7468,97,-3732,-913,-17755,6443,16,59,-93
34,"317,722700",-6950,937,-2602,5733,-11802,6601,16,59,-91
34,"317,732000",-7416,966,-2237,5456,-5847,3194,16,59,-91
34,"317,742600",-7119,82,-2162,-2244,5078,1105,15,60,-90
34,"317,752000",-6341,-309,-4362,1422,18049,4585,15,60,-90
34,"317,762600",-6617,487,-7324,3092,18701,7249,13,57,-90
34,"317,772000",-6675,992,-6932,4366,12821,5862,13,57,-90
34,"317,782600",-7395,941,-6070,3450,7629,663,15,54,-94
34,"317,791900",-6735,602,-5423,2572,-1304,-1903,15,54,-94
34,"317,802600",-7068,764,-4646,5493,-10216,-1874,17,55,-97
34,"317,811900",-6910,538,-3374,4374,-17938,-3424,17,55,-97
34,"317,822500",-7242,213,-2741,7425,-15119,-3485,18,55,-98
34,"317,831900",-7133,205,-2659,9607,-7073,-2082,18,55,-98
34,"317,842700",-7250,-323,-2408,6040,-1042,-2446,16,57,-98
34,"317,851900",-6267,-108,-2317,2846,5760,-1684,16,57,-98
34,"317,862400",-6132,-126,-4355,1212,9346,-1726,20,56,-95
34,"317,871900",-6167,-315,-6055,1517,4717,-1935,20,56,-95
34,"317,882400",-7661,-778,-5110,495,-5533,-2086,18,55,-98
34,"317,891800",-8037,-793,-3143,4673,-11500,-131,18,55,-98
34,"317,902400",-8244,-93,-1890,13508,-7887,716,21,57,-97
34,"317,911800",-7176,-204,-2571,16646,2955,-770,21,57,-97
34,"317,922400",-6800,-285,-3284,15827,6347,-878,20,57,-99
34,"317,931800",-6841,-264,-3468,13381,9733,-1460,20,57,-99
34,"317,942400",-6079,-431,-4278,6204,15329,-2502,24,58,-103
34,"317,951700",-5999,-678,-6617,945,12310,-2593,24,58,-103
34,"317,962400",-6451,-857,-7331,-5160,-277,-198,25,54,-104
34,"317,971700",-7751,-573,-5850,-5450,-13126,3485,25,54,-104
34,"317,982300",-7691,-298,-4389,-6913,-22196,3732,24,56,-102
34,"317,991700",-8034,-289,-3185,-5695,-23484,1982,24,56,-102
34,"318,002300",-7617,-282,-2474,-4863,-18981,721,22,58,-100
34,"318,011700",-8370,-1052,-1195,-8995,-15554,1234,22,58,-100
34,"318,022200",-6533,-1131,-999,-5713,-1449,5841,22,61,-95
34,"318,031600",-6339,-492,-4170,-4885,9365,10854,22,61,-95
34,"318,042200",-6717,395,-5541,-6018,5932,11781,20,58,-95
34,"318,051600",-7491,1255,-4676,-6882,-3874,7825,20,58,-95
34,"318,062300",-8387,277,-2128,-11764,-9692,568,19,58,-95
34,"318,071600",-8011,-17,-1174,-14091,-9857,-716,19,58,-95
34,"318,082100",-6657,3,-1843,-17297,-4382,1228,15,56,-93
34,"318,091500",-7502,193,-2461,-18501,-730,2532,15,56,-93
34,"318,102100",-7218,-83,-2438,-11962,6547,6044,14,56,-89
34,"318,111500",-7267,899,-5438,-4661,10105,7362,14,56,-89
34,"318,122100",-8605,822,-5574,-1624,6048,5678,13,57,-86
34,"318,131500",-8307,510,-3601,397,1610,4488,13,57,-86
34,"318,142100",-6641,864,-3035,3476,-1347,4829,14,54,-91
34,"318,151500",-6701,997,-3274,-877,-1640,3255,14,54,-91
34,"318,162000",-6663,1066,-3136,-5584,-2344,2108,14,56,-88
34,"318,171400",-7829,903,-2863,-11376,-5509,1414,14,56,-88
34,"318,182000",-7869,679,-2541,-13879,-2005,3126,11,55,-89
34,"318,191400",-7073,985,-1872,-10549,7294,6098,11,55,-89
34,"318,202000",-6051,734,-2289,-8994,14744,8028,9,54,-86
34,"318,211300",-6397,1243,-4516,-3022,16648,9298,9,54,-86
34,"318,222000",-6561,1964,-6345,-1647,10284,8634,10,49,-85
34,"318,231300",-7730,1958,-5236,-4036,-908,4941,10,49,-85
34,"318,241900",-7667,1384,-3531,-5912,-10837,2546,9,49,-87
34,"318,251300",-7340,1813,-3947,-1429,-16159,3430,9,49,-87
34,"318,261900",-7951,2217,-3289,-1800,-18441,2326,8,50,-84
34,"318,271200",-8091,1571,-1127,-8692,-19087,555,8,50,-84
34,"318,282000",-7315,1745,-457,-10399,-14951,1953,7,52,-82
34,"318,291200",-7199,1897,-1109,-9932,-6541,3190,7,52,-82
34,"318,301800",-7376,2409,-2348,-3634,4631,2531,4,51,-79
34,"318,311200",-7410,2341,-2884,141,14779,-1653,4,51,-79
34,"318,321800",-7357,2167,-3401,2817,14579,-5506,4,52,-79
34,"318,331200",-7182,2447,-4424,6017,13095,-8535,4,52,-79
34,"318,341700",-7441,1730,-4349,5042,6609,-11609,6,49,-82
34,"318,351100",-7048,320,-4028,8122,-2479,-11044,6,49,-82
34,"318,361800",-8156,-197,-3548,8302,-7827,-6182,10,52,-81
34,"318,371100",-7869,518,-2703,13157,-7130,635,10,52,-81
34,"318,381700",-7494,771,-1814,20167,-1962,1878,9,54,-84
34,"318,391100",-6284,657,-1827,21244,7604,-1722,9,54,-84
34,"318,401700",-5271,-541,-3939,15360,16815,-2994,10,53,-88
34,"318,411100",-6095,-543,-6147,18523,19791,1354,10,53,-88
34,"318,421700",-6026,-24,-6157,27774,12890,4280,15,52,-93
34,"318,431000",-6689,272,-4713,32767,2308,5640,15,52,-93
34,"318,441600",-7135,-333,-4011,32767,-6029,5389,18,50,-100
34,"318,451000",-7865,-673,-4293,32767,-10112,6876,18,50,-100
34,"318,461600",-8377,-757,-3993,32767,-9311,10300,21,49,-103
34,"318,471000",-7834,390,-2989,32767,-5570,13373,21,49,-103
34,"318,481500",-7537,910,-2118,26212,38,11781,26,51,-107
34,"318,490900",-7995,943,-1310,15744,8528,10610,26,51,-107
34,"318,501700",-6389,411,-2050,3774,20603,8417,30,48,-112
34,"318,510900",-5156,551,-5195,4435,32442,9701,30,48,-112
34,"318,521500",-4792,313,-7939,4334,31044,9654,30,44,-111
34,"318,530800",-5829,1219,-8564,9780,15908,9467,30,44,-111
34,"318,541500",-7782,1522,-5502,9169,751,4841,29,39,-116
34,"318,550800",-7803,1210,-4706,14076,-12159,2686,29,39,-116
34,"318,561400",-7418,713,-4571,20521,-12077,2500,29,39,-118
34,"318,570800",-8045,-456,-4662,31173,-5928,1189,29,39,-118
34,"318,581500",-7343,-1253,-4672,32767,1082,2034,35,39,-120
34,"318,590800",-5973,-1419,-5052,32767,5135,6872,35,39,-120
34,"318,601400",-6187,-1900,-4759,32767,4499,9642,43,39,-124
34,"318,610800",-5781,-1947,-5197,32767,3228,12657,43,39,-124
34,"318,621400",-6168,-1857,-5492,32767,2518,14691,50,38,-127
34,"318,630800",-6530,-1228,-4293,32767,103,12298,50,38,-127
34,"318,641400",-6274,-856,-3365,27483,-1143,9592,58,35,-129
34,"318,650700",-6920,-2002,-3851,10311,2938,7956,58,35,-129
34,"318,661300",-6357,-2225,-4894,10115,8378,11826,65,37,-130
34,"318,670700",-6927,-1714,-4907,15979,5847,15756,65,37,-130
34,"318,681200",-6140,-335,-3889,23053,821,17013,66,36,-135
34,"318,690700",-6125,-129,-3393,21535,-795,13988,66,36,-135
34,"318,701200",-7118,-132,-3546,18397,1949,9432,68,37,-134
34,"318,710600",-7157,-205,-3863,17917,4175,2930,68,37,-134
34,"318,721300",-7287,-1525,-3756,18336,1614,-175,71,38,-134
34,"318,730600",-6644,-1352,-3977,23807,3356,5168,71,38,-134
34,"318,741200",-6431,-1071,-3975,17856,2538,7204,77,37,-136
34,"318,750600",-7115,-1268,-4576,7591,-2775,7985,77,37,-136
34,"318,761200",-6812,-1758,-4854,445,-6674,10421,79,38,-134
34,"318,770600",-6559,-1684,-4121,2555,-10945,13621,79,38,-134
34,"318,781100",-6014,-942,-3551,7599,-15399,17017,79,40,-134
34,"318,790500",-7300,-903,-3826,3860,-23920,18875,79,40,-134
34,"318,801200",-9741,-172,-3373,6561,-27354,19799,78,46,-134
34,"318,810500",-9478,461,-1009,14665,-25511,16907,78,46,-134
34,"318,821100",-8683,155,-1390,22344,-14319,12983,79,52,-130
34,"318,830400",-6974,285,-2552,28024,129,10034,79,52,-130
34,"318,841100",-6341,-484,-3681,18109,8928,5125,83,53,-129
34,"318,850400",-6431,-1048,-3482,3058,14641,5972,83,53,-129
34,"318,861000",-6559,-556,-4551,-3498,20042,10029,81,51,-131
34,"318,870400",-5896,348,-5156,-2425,19612,13414,81,51,-131
34,"318,881000",-5480,1211,-5712,2133,16244,11967,83,49,-133
34,"318,890400",-5684,1718,-5255,7584,7074,5736,83,49,-133
34,"318,901000",-7208,679,-4482,9693,-2166,-3171,81,47,-137
34,"318,910300",-7946,162,-4136,1581,-4789,-6274,81,47,-137
34,"318,920900",-7265,-317,-3776,-9386,-3892,-2359,81,48,-134
34,"318,930300",-8191,2,-2728,-9749,-4929,2057,81,48,-134
34,"318,941000",-8704,439,-808,-4067,261,2259,80,51,-136
34,"318,950300",-8550,419,-1278,-2644,10844,1966,80,51,-136
34,"318,960800",-4987,1068,-3763,-2983,19004,4676,79,48,-135
34,"318,970200",-5364,1108,-7414,-6237,11231,1821,79,48,-135
34,"318,980800",-6764,2224,-9187,-7215,520,-2222,78,45,-138
34,"318,990200",-8621,1042,-6731,-7167,-8790,-8460,78,45,-138
34,"319,000800",-8770,17,-4028,-203,-12761,-11938,76,46,-136
34,"319,010200",-8301,-984,-3144,-1505,-11840,-13283,76,46,-136
34,"319,020800",-7294,-1236,-1874,-4351,-12642,-7388,76,49,-135
34,"319,030200",-6198,-743,-1392,-7129,-9760,473,76,49,-135
34,"319,040700",-5828,80,-1711,-8824,-3862,3977,78,54,-136
34,"319,050100",-5015,6,-3619,-6358,4136,2949,78,54,-136
34,"319,060700",-5368,-208,-5074,-1505,4687,2803,76,55,-134
34,"319,070100",-5453,-223,-6094,-1525,-5459,1794,76,55,-134
34,"319,080700",-7896,-369,-4949,-8235,-16249,405,73,55,-133
