timestamp,x,y,z,label
1.7400,-0.069974,-0.019992,1.021417,sit
1.7600,0.039159,-0.067422,0.887222,sit
1.7800,-0.095318,-0.003556,0.994840,sit
1.8000,0.017261,-0.038484,0.938788,sit
1.8200,-0.101152,0.016459,1.018503,sit
1.8400,0.049650,0.039540,0.990464,sit
1.8600,0.067463,-0.006818,0.966958,sit
1.8800,-0.026029,-0.029241,0.891713,sit
1.9000,0.007816,0.012494,0.981887,sit
1.9200,-0.035692,0.018590,1.085844,sit
1.9400,0.001913,-0.025382,0.970428,sit
1.9600,-0.003488,-0.063238,0.993737,sit
1.9800,0.003059,0.092234,1.047174,sit
2.0000,0.051701,-0.035647,1.033496,sit
2.0200,-0.056969,0.015598,1.020937,sit
2.0400,-0.038320,0.099969,1.028369,sit
2.0600,-0.095136,0.027643,0.979629,sit
2.0800,0.000069,0.023288,1.019527,sit
2.1000,-0.101958,-0.057916,1.038631,sit
2.1200,0.065060,0.095158,1.090158,sit
2.1400,-0.102777,0.038474,0.904185,sit
2.1600,0.080680,0.012667,0.942942,sit
2.1800,0.100495,0.032199,0.905443,sit
2.2000,0.014673,-0.036557,1.005565,sit
2.2200,-0.023260,0.068675,0.928836,sit
2.2400,0.015870,0.090709,0.958652,sit
2.2600,0.010532,0.010100,0.965515,sit
2.2800,0.032395,0.004853,0.952812,sit
2.3000,0.088101,0.039581,0.991645,sit
2.3200,-0.031834,-0.039218,1.061547,sit
2.3400,-0.007324,0.022972,0.990777,sit
2.3600,0.030820,-0.005799,1.038193,sit
2.3800,-0.009161,0.041479,1.033619,sit
2.4000,-0.005830,-0.042989,0.952994,sit
2.4200,-0.037037,-0.049224,1.043290,sit
2.4400,-0.002330,0.078505,1.113966,sit
2.4600,0.001211,-0.077401,0.980927,sit
2.4800,-0.003767,-0.074422,0.987475,sit
2.5000,0.014347,-0.022971,0.961579,sit
2.5200,-0.037938,0.089334,0.992018,sit
2.5400,-0.041497,-0.018645,1.047717,sit
2.5600,-0.034234,0.024092,1.036394,sit
2.5800,0.037456,0.069985,0.972476,sit
2.6000,0.056637,-0.039643,0.980173,sit
2.6200,0.059804,0.041119,1.000105,sit
2.6400,-0.059571,0.028083,0.968481,sit
2.6600,-0.046194,-0.032407,1.012325,sit
2.6800,-0.106052,0.018038,1.008695,sit
2.7000,-0.029226,0.051846,1.030572,sit
2.7200,-0.030314,-0.033501,1.034758,sit
2.7400,-0.075804,-0.016631,0.968448,sit
2.7600,0.003494,0.010556,1.001839,sit
2.7800,0.056742,0.011403,0.984250,sit
2.8000,-0.060543,0.036092,1.026407,sit
2.8200,0.072540,-0.037373,1.001321,sit
2.8400,-0.002935,-0.004381,1.000520,sit
2.8600,-0.085727,0.041249,1.032660,sit
2.8800,0.056524,0.112479,0.984052,sit
2.9000,-0.001807,0.000489,1.097109,sit
2.9200,-0.086561,0.024288,0.926458,sit
2.9400,-0.129079,-0.101042,0.930912,sit
2.9600,0.053451,-0.043418,0.988627,sit
2.9800,-0.058176,0.030548,0.944902,sit
3.0000,0.065883,-0.049655,0.961759,sit
3.0200,0.006137,0.001236,1.071235,sit
3.0400,0.006020,-0.060392,0.971983,sit
3.0600,-0.028639,0.036252,1.019190,sit
3.0800,-0.005970,0.043480,0.973575,sit
3.1000,-0.006812,0.009038,1.076409,sit
3.1200,-0.004927,-0.017540,0.947708,sit
3.1400,0.034303,-0.029382,1.017184,sit
3.1600,-0.095080,0.052159,0.933403,sit
3.1800,-0.038867,0.052929,0.933276,sit
3.2000,-0.003973,0.003713,0.950072,sit
3.2200,0.067147,0.074939,0.901419,sit
3.2400,-0.072450,0.040412,0.934849,sit
3.2600,-0.019432,0.006478,1.034593,sit
3.2800,-0.011163,0.004761,0.961163,sit
3.3000,0.064618,-0.024766,1.016987,sit
3.3200,-0.025582,0.005316,0.991592,sit
3.3400,-0.008123,-0.050689,1.039821,sit
3.3600,0.070702,0.012157,1.036617,sit
3.3800,0.041903,0.046399,1.015168,sit
3.4000,0.010613,0.043200,1.003442,sit
3.4200,-0.048696,0.001192,0.905579,sit
3.4400,-0.000295,0.020669,1.061799,sit
3.4600,0.007564,0.046407,0.999973,sit
3.4800,-0.051174,-0.070569,0.951513,sit
3.5000,-0.068307,0.031685,0.989619,sit
3.5200,0.028516,0.003672,1.052202,sit
3.5400,0.053010,-0.032267,0.986284,sit
3.5600,-0.026641,-0.081066,1.033761,sit
3.5800,0.059440,-0.000321,0.975340,sit
3.6000,0.054545,-0.117248,1.008874,sit
3.6200,0.007164,-0.028543,1.069579,sit
3.6400,0.048537,-0.013058,0.995665,sit
3.6600,-0.019401,-0.025606,0.934590,sit
3.6800,0.068997,0.051400,1.039908,sit
3.7000,-0.054717,0.104042,1.099008,sit
3.7200,0.009403,-0.045211,0.956678,sit
3.7400,0.020927,-0.045651,0.998289,sit
3.7600,0.054432,-0.075341,1.100286,sit
3.7800,0.078335,-0.061854,0.929318,sit
3.8000,-0.014171,-0.051557,0.986814,sit
3.8200,-0.129059,-0.011435,1.090143,sit
3.8400,-0.055830,-0.013653,0.925520,sit
3.8600,0.031912,-0.011266,1.097037,sit
3.8800,0.010342,-0.018609,1.027514,sit
3.9000,-0.025311,-0.066965,1.015097,sit
3.9200,-0.008743,0.008316,1.018773,sit
3.9400,-0.025516,0.021079,1.086885,sit
3.9600,-0.055390,0.086871,0.987860,sit
3.9800,-0.038331,0.121361,1.007751,sit
4.0000,0.068520,0.040880,0.915970,sit
4.0200,0.006041,-0.026266,0.932910,sit
4.0400,-0.088586,0.005115,1.029513,sit
4.0600,0.019533,-0.015291,0.960074,sit
4.0800,-0.049343,-0.027758,0.948347,sit
4.1000,-0.010164,-0.001144,0.955201,sit
4.1200,-0.011603,-0.038016,0.999776,sit
4.1400,0.025354,0.008906,1.023608,sit
4.1600,-0.082601,-0.018935,1.013837,sit
4.1800,0.032058,-0.079900,1.007959,sit
4.2000,0.060321,-0.008931,0.995262,sit
4.2200,0.022523,0.012356,1.033732,sit
4.2400,0.003621,0.007625,0.960878,sit
4.2600,-0.008522,0.062656,0.989792,sit
4.2800,-0.008428,-0.024575,1.039359,sit
4.3000,-0.042734,0.045525,0.953151,sit
4.3200,-0.052889,0.010297,1.006509,sit
4.3400,0.014878,0.053127,0.979375,sit
4.3600,0.022150,-0.045491,1.062958,sit
4.3800,0.031623,0.026826,1.009394,sit
4.4000,-0.039280,-0.016369,1.025089,sit
4.4200,-0.000959,0.006187,0.932009,sit
4.4400,0.009055,-0.034596,0.945833,sit
4.4600,-0.007734,-0.092825,1.034928,sit
4.4800,0.042601,-0.002672,0.950311,sit
4.5000,-0.047268,-0.007556,0.878813,sit
4.5200,0.009024,0.033222,0.984405,sit
4.5400,-0.024720,0.009098,1.017532,sit
4.5600,0.054708,0.000920,0.965512,sit
4.5800,-0.023063,0.009097,1.077810,sit
4.6000,-0.016014,-0.052626,0.956495,sit
4.6200,-0.104817,0.016490,0.931934,sit
4.6400,-0.061675,-0.098801,0.944101,sit
4.6600,0.028421,-0.065568,0.912518,sit
4.6800,0.008913,-0.017059,1.021610,sit
4.7000,0.037028,-0.000425,0.935112,sit
4.7200,-0.006190,0.025013,0.970851,sit
4.7400,-0.071873,0.055131,0.979238,sit
4.7600,-0.020462,0.000798,1.051524,sit
4.7800,0.013181,-0.016661,1.034107,sit
4.8000,0.107351,0.069389,1.033644,sit
4.8200,-0.056114,0.187603,0.940067,sit
4.8400,-0.018590,-0.034994,1.081345,sit
4.8600,0.021012,-0.071356,1.013379,sit
4.8800,0.027345,-0.015924,0.938991,sit
4.9000,-0.036252,-0.021842,1.001137,sit
4.9200,-0.025995,0.036761,0.952503,sit
4.9400,-0.086569,-0.036970,1.067445,sit
4.9600,-0.028658,0.117040,1.024574,sit
4.9800,-0.058221,-0.041714,1.012169,sit
5.0000,-0.058882,0.118729,0.950455,sit
5.0200,0.034047,0.073006,0.994540,sit
5.0400,-0.049793,-0.013653,1.018111,sit
5.0600,0.043788,0.002836,0.929989,sit
5.0800,0.002116,-0.033668,0.890838,sit
5.1000,-0.034878,-0.071623,1.029343,sit
5.1200,0.097208,0.092938,0.971340,sit
5.1400,-0.023370,0.034439,1.053064,sit
5.1600,-0.020937,-0.007132,1.110346,sit
5.1800,-0.005373,-0.024266,1.005996,sit
5.2000,0.028985,-0.051082,0.987580,sit
5.2200,-0.058318,-0.013913,1.093846,sit
5.2400,0.037086,-0.004627,0.953344,sit
5.2600,-0.015570,0.052537,0.971916,sit
5.2800,0.072521,-0.068682,0.985498,sit
5.3000,0.087138,-0.100392,1.059421,sit
5.3200,-0.092569,-0.004504,0.991373,sit
5.3400,0.041215,-0.157727,0.904110,sit
5.3600,-0.028301,0.001845,0.955339,sit
5.3800,-0.011043,-0.059309,0.979936,sit
5.4000,-0.042338,0.012201,1.029071,sit
5.4200,0.071647,-0.032821,0.984100,sit
5.4400,0.002387,-0.014746,0.997400,sit
5.4600,-0.078109,0.018588,0.954240,sit
5.4800,-0.047848,-0.079406,1.058050,sit
5.5000,-0.007030,0.057475,1.013615,sit
5.5200,-0.085168,-0.054185,1.037897,sit
5.5400,-0.038284,-0.054517,0.991031,sit
5.5600,-0.008848,-0.050593,0.983693,sit
5.5800,-0.023925,-0.129499,1.025133,sit
5.6000,-0.040569,0.065222,0.942494,sit
5.6200,-0.078980,0.059381,0.920747,sit
5.6400,-0.031809,0.029867,0.983518,sit
5.6600,-0.082774,0.009402,0.990284,sit
5.6800,0.064193,0.029432,1.151786,sit
5.7000,-0.082295,-0.001084,0.946667,sit
5.7200,0.057738,0.041092,1.037702,sit
5.7400,-0.038867,-0.037258,0.898516,sit
5.7600,0.085475,0.025411,0.986957,sit
5.7800,0.046676,0.037546,1.048763,sit
5.8000,-0.081177,-0.035692,1.009772,sit
5.8200,0.017771,0.047862,0.949568,sit
5.8400,0.006360,0.110268,1.034596,sit
5.8600,0.043528,-0.000959,1.038381,sit
5.8800,0.090199,0.005332,1.061199,sit
5.9000,-0.043757,0.029505,1.045211,sit
5.9200,-0.037600,0.054906,0.966238,sit
5.9400,-0.040262,-0.000060,1.096599,sit
5.9600,0.015458,0.046789,0.963410,sit
5.9800,0.003875,-0.058828,0.971445,sit
6.0000,0.041782,-0.001920,1.072565,sit
6.0200,-0.010121,-0.009897,1.063834,sit
6.0400,-0.032431,-0.075988,1.065064,sit
6.0600,0.020709,-0.108260,1.002226,sit
6.0800,-0.020189,0.087242,0.963550,sit
6.1000,-0.029038,-0.045520,0.947297,sit
6.1200,-0.035025,-0.071796,0.948440,sit
6.1400,-0.080329,-0.074864,0.922016,sit
6.1600,-0.026058,-0.034184,0.938676,sit
6.1800,0.023914,-0.002404,0.978401,sit
6.2000,-0.023199,0.079644,1.011991,sit
6.2200,0.023769,-0.129302,0.967313,sit
6.2400,-0.108550,-0.021310,1.018666,sit
6.2600,-0.033715,0.025930,0.948863,sit
6.2800,0.028790,-0.077680,0.986916,sit
6.3000,0.020990,0.026796,0.993637,sit
6.3200,0.096986,-0.020721,0.977450,sit
6.3400,-0.137975,0.088447,0.981550,sit
6.3600,-0.058801,0.066045,1.061775,sit
6.3800,0.005416,-0.071746,1.020949,sit
6.4000,-0.031070,-0.058539,1.052169,sit
6.4200,-0.106630,0.028358,1.022968,sit
6.4400,0.102551,0.016259,0.897078,sit
6.4600,-0.041806,0.003233,1.017778,sit
6.4800,0.049041,-0.097984,0.983503,sit
6.5000,0.048493,0.077198,1.093051,sit
6.5200,-0.019511,0.054880,1.085586,sit
6.5400,0.059903,0.036184,1.041390,sit
6.5600,-0.039494,-0.072362,1.049142,sit
6.5800,-0.017353,-0.001407,0.971064,sit
6.6000,-0.019645,0.011637,0.948907,sit
6.6200,0.003425,0.012303,0.996132,sit
6.6400,-0.037181,0.039331,1.093632,sit
6.6600,-0.030062,0.061723,1.044463,sit
6.6800,-0.132663,-0.038060,0.968208,sit
6.7000,0.039089,0.009424,1.023720,sit
6.7200,0.031814,-0.044946,0.962673,sit
6.7400,-0.061144,-0.008514,0.994045,sit
6.7600,0.008560,-0.036365,1.045326,sit
6.7800,0.045856,0.077326,1.035565,sit
6.8000,0.009276,0.033621,1.030488,sit
6.8200,-0.032591,0.064469,1.085926,sit
6.8400,0.098848,0.001761,1.016214,sit
6.8600,0.020818,-0.000127,1.030964,sit
6.8800,-0.006059,-0.009689,1.087949,sit
6.9000,0.008236,0.003351,1.044101,sit
6.9200,0.007517,0.014581,0.996822,sit
6.9400,-0.061021,-0.001549,0.943156,sit
6.9600,0.010508,-0.059072,1.045835,sit
6.9800,0.037462,0.014021,0.994993,sit
7.0000,0.020815,-0.098250,0.945159,sit
7.0200,-0.007437,0.017263,0.996030,sit
7.0400,-0.050231,0.006672,0.977315,sit
7.0600,-0.053430,0.016475,0.989501,sit
7.0800,0.059824,0.033277,1.036734,sit
7.1000,0.016083,-0.042259,0.953219,sit
7.1200,-0.073558,0.143951,0.946028,sit
7.1400,-0.010492,-0.018019,0.985945,sit
7.1600,-0.029203,-0.093417,0.950090,sit
7.1800,-0.069533,-0.006339,0.965790,sit
7.2000,-0.034359,0.010794,0.970861,sit
7.2200,0.046605,-0.019309,1.011258,sit
7.2400,-0.066265,0.032844,0.979741,sit
7.2600,0.020438,0.016500,0.991328,sit
7.2800,0.010872,-0.019265,1.067305,sit
7.3000,0.046714,0.024125,0.940993,sit
7.3200,-0.054965,-0.033193,0.987750,sit
7.3400,0.022401,-0.044827,1.058854,sit
7.3600,0.000180,-0.100639,0.976234,sit
7.3800,-0.129259,-0.037586,0.972544,sit
7.4000,-0.030521,-0.016263,0.980295,sit
7.4200,-0.029687,0.075125,1.060745,sit
7.4400,-0.057092,0.062695,0.918932,sit
7.4600,-0.040731,0.076260,0.888022,sit
7.4800,0.028739,-0.062675,0.992800,sit
7.5000,-0.009010,0.084860,0.959470,sit
7.5200,-0.003451,0.031351,0.987411,sit
7.5400,-0.041103,-0.002960,1.004676,sit
7.5600,0.044203,-0.047153,0.977543,sit
7.5800,0.016147,-0.008358,0.990736,sit
7.6000,-0.000850,-0.034792,0.960015,sit
7.6200,0.022037,-0.054755,1.058269,sit
7.6400,0.010865,-0.063827,1.014151,sit
7.6600,0.008364,0.038108,1.057942,sit
7.6800,-0.018321,-0.035388,0.969701,sit
7.7000,-0.049054,-0.037322,1.014225,sit
7.7200,0.000763,-0.024568,0.963087,sit
7.7400,0.017394,-0.025080,0.947992,sit
7.7600,-0.007584,-0.013225,0.946498,sit
7.7800,0.041359,0.042301,1.002045,sit
7.8000,0.006552,0.026365,0.998454,sit
7.8200,0.044565,0.082800,1.004025,sit
7.8400,0.022013,0.043673,0.983098,sit
7.8600,-0.056415,0.045300,0.921562,sit
7.8800,0.089442,0.043522,1.009385,sit
7.9000,0.002555,0.087568,0.952689,sit
7.9200,-0.058010,-0.029907,0.986910,sit
7.9400,-0.050323,0.007693,1.006797,sit
7.9600,-0.040693,0.080153,0.930396,sit
7.9800,-0.063836,0.018806,0.989626,sit
8.0000,0.020886,-0.030949,0.948333,sit
8.0200,-0.032277,-0.034180,1.026250,sit
8.0400,-0.023998,0.038072,1.029404,sit
8.0600,0.052030,0.045036,1.039218,sit
8.0800,0.038493,-0.025835,0.986906,sit
8.1000,-0.091506,0.014588,0.966312,sit
8.1200,0.020077,0.026374,0.932395,sit
8.1400,-0.050692,-0.017467,0.974120,sit
8.1600,0.008351,-0.057771,1.002359,sit
8.1800,-0.084424,-0.107756,1.035833,sit
8.2000,-0.065266,-0.027996,0.929132,sit
8.2200,-0.070444,-0.019943,0.979494,sit
8.2400,0.049129,0.022476,0.986944,sit
8.2600,0.037884,0.055828,1.020565,sit
8.2800,-0.020316,0.050930,1.088426,sit
8.3000,0.033027,0.088534,1.046330,sit
8.3200,0.042443,-0.054509,0.944323,sit
8.3400,-0.002474,-0.083473,0.970352,sit
8.3600,0.043367,-0.033258,1.026660,sit
8.3800,-0.067563,-0.024682,1.051172,sit
8.4000,0.010426,0.014514,1.085236,sit
8.4200,0.064840,-0.043843,1.065895,sit
8.4400,-0.030762,-0.000879,1.000761,sit
8.4600,0.053652,-0.056463,1.022593,sit
8.4800,0.026201,0.040576,0.989481,sit
8.5000,0.050171,-0.035577,1.057353,sit
8.5200,0.017612,-0.070004,1.020396,sit
8.5400,0.008965,-0.017783,0.963187,sit
8.5600,-0.012010,-0.072108,1.084536,sit
8.5800,-0.056414,-0.033064,1.057245,sit
8.6000,0.029252,0.036012,1.075835,sit
8.6200,-0.015607,-0.052325,1.042213,sit
8.6400,0.039814,-0.016344,0.936721,sit
8.6600,0.061958,0.028792,0.931326,sit
8.6800,0.038998,-0.072049,0.975868,sit
8.7000,-0.056165,-0.031892,0.958334,sit
8.7200,-0.030666,0.036213,1.014730,sit
8.7400,0.031437,0.054617,0.981365,sit
8.7600,0.003995,0.026908,1.085337,sit
8.7800,0.044954,0.069078,1.050948,sit
8.8000,0.052863,-0.089234,1.044043,sit
8.8200,0.010646,0.002711,0.973637,sit
8.8400,-0.021264,0.020809,1.041999,sit
8.8600,-0.074889,0.010905,0.971966,sit
8.8800,-0.047540,0.019631,0.983564,sit
8.9000,-0.032952,-0.038458,1.014065,sit
8.9200,-0.000502,-0.054582,0.957950,sit
8.9400,-0.009125,0.020257,0.947514,sit
8.9600,0.024405,-0.041200,1.136387,sit
8.9800,-0.047050,-0.039506,1.009700,sit
9.0000,-0.045119,0.041382,1.090071,sit
9.0200,-0.019381,0.008639,0.974112,sit
9.0400,-0.000001,0.071587,1.044712,sit
9.0600,-0.045211,0.077295,1.058103,sit
9.0800,0.024318,-0.032961,1.003285,sit
9.1000,-0.039773,0.023380,0.984176,sit
9.1200,-0.111748,0.046310,1.009573,sit
9.1400,0.053924,-0.006809,1.009423,sit
9.1600,0.055766,0.019390,1.014400,sit
9.1800,0.160720,-0.008450,1.008459,sit
9.2000,0.086701,-0.040250,0.947950,sit
9.2200,-0.071603,0.026683,1.031282,sit
9.2400,0.037074,-0.067678,1.050293,sit
9.2600,0.059863,-0.004866,1.001628,sit
9.2800,0.033780,0.018357,1.032098,sit
9.3000,-0.054304,-0.008731,0.939376,sit
9.3200,0.031564,0.026511,0.995059,sit
9.3400,0.014840,-0.077826,1.042896,sit
9.3600,-0.023364,0.006453,1.055768,sit
9.3800,-0.037825,0.059862,1.006204,sit
9.4000,0.001410,0.027802,0.937649,sit
9.4200,0.029705,0.003075,1.051814,sit
9.4400,-0.010840,-0.018166,1.018482,sit
9.4600,-0.002968,-0.058698,0.990302,sit
9.4800,0.063382,-0.004655,0.956477,sit
9.5000,0.035797,-0.092672,0.893987,sit
9.5200,-0.000208,0.009046,1.011020,sit
9.5400,-0.044639,-0.007525,0.930063,sit
9.5600,0.010978,-0.080766,0.992538,sit
9.5800,0.013079,-0.087831,0.973875,sit
9.6000,0.039407,0.077448,0.924802,sit
9.6200,0.016996,-0.061797,0.932737,sit
9.6400,0.079804,0.033409,0.959790,sit
9.6600,0.010951,0.032097,1.009065,sit
9.6800,0.112364,0.030289,0.850351,sit
9.7000,-0.014510,-0.036829,0.989793,sit
9.7200,0.000673,-0.032557,0.945754,sit
9.7400,0.068170,0.029867,0.966463,sit
9.7600,0.033982,0.033759,1.063365,sit
9.7800,-0.052766,0.038994,0.969611,sit
9.8000,0.057752,-0.009622,0.886411,sit
9.8200,0.001768,-0.089208,0.989143,sit
9.8400,-0.002910,-0.020065,0.925654,sit
9.8600,-0.055786,-0.042230,0.987595,sit
9.8800,0.064425,0.035454,0.976390,sit
9.9000,0.063694,-0.068403,1.034251,sit
9.9200,-0.008762,0.011816,1.031923,sit
9.9400,-0.033979,0.040058,0.999535,sit
9.9600,0.120590,-0.015213,1.063459,sit
9.9800,0.032355,-0.058706,1.068031,sit
10.0000,-0.106041,0.076800,1.085332,walk
10.0200,0.181848,0.299889,1.065929,walk
10.0400,0.305618,0.350120,1.105550,walk
10.0600,0.287484,0.128969,1.170310,walk
10.0800,0.168706,-0.001311,1.131777,walk
10.1000,0.445840,0.066553,1.182761,walk
10.1200,0.245833,0.214295,1.192748,walk
10.1400,0.436508,0.064038,1.003336,walk
10.1600,0.301816,0.102564,1.025593,walk
10.1800,0.474286,-0.353860,1.048838,walk
10.2000,0.331026,0.124581,0.801978,walk
10.2200,0.353350,-0.078488,0.701339,walk
10.2400,0.395479,-0.255749,0.883338,walk
10.2600,0.334290,-0.181590,0.682009,walk
10.2800,0.171644,-0.232901,0.585584,walk
10.3000,0.068432,-0.191510,0.726236,walk
10.3200,0.178031,-0.360466,0.970153,walk
10.3400,-0.139883,-0.250970,1.077606,walk
10.3600,0.014161,-0.155168,1.245791,walk
10.3800,-0.149420,-0.394065,1.325005,walk
10.4000,-0.365528,-0.286576,1.311475,walk
10.4200,-0.247232,-0.046058,1.249101,walk
10.4400,-0.506738,-0.188274,1.243613,walk
10.4600,-0.406971,0.030808,1.146376,walk
10.4800,-0.536500,-0.009535,0.977263,walk
10.5000,-0.230011,0.027009,0.859672,walk
10.5200,-0.284976,0.293139,0.707563,walk
10.5400,-0.281603,0.158840,0.846431,walk
10.5600,-0.303398,0.209937,0.704493,walk
10.5800,-0.150488,0.070412,0.946350,walk
10.6000,-0.082345,0.124092,0.761696,walk
10.6200,-0.028326,0.222349,0.791131,walk
10.6400,-0.139714,0.407322,0.818793,walk
10.6600,-0.026099,0.353430,0.947907,walk
10.6800,-0.036510,0.163480,0.910347,walk
10.7000,0.005626,0.113262,1.074259,walk
10.7200,0.222723,0.268302,1.128419,walk
10.7400,0.153168,0.131815,1.106782,walk
10.7600,0.184618,0.262663,1.105111,walk
10.7800,0.352254,0.082721,1.453876,walk
10.8000,0.200730,0.112035,1.113571,walk
10.8200,0.319733,0.069121,1.077731,walk
10.8400,0.292320,0.023791,1.007584,walk
10.8600,0.518380,-0.135604,1.026606,walk
10.8800,0.342249,-0.325335,0.859681,walk
10.9000,0.315448,-0.264571,0.855560,walk
10.9200,0.226656,-0.117002,0.742223,walk
10.9400,0.289363,-0.185351,0.821110,walk
10.9600,0.044045,-0.186962,0.831039,walk
10.9800,0.275179,-0.246819,0.983081,walk
11.0000,-0.076489,-0.340614,1.009672,walk
11.0200,-0.192000,-0.411714,1.081173,walk
11.0400,-0.155037,-0.258725,1.282847,walk
11.0600,-0.254364,-0.185211,1.211743,walk
11.0800,-0.293220,-0.192984,1.042734,walk
11.1000,-0.316971,-0.240161,1.144780,walk
11.1200,-0.550630,-0.172023,1.004885,walk
11.1400,-0.300421,-0.098538,0.952231,walk
11.1600,-0.466563,0.056658,0.971845,walk
11.1800,-0.424968,0.000682,0.925000,walk
11.2000,-0.550399,0.088159,0.797244,walk
11.2200,-0.055145,0.123225,0.743356,walk
11.2400,-0.209358,0.175624,0.779762,walk
11.2600,-0.342381,0.386677,0.691661,walk
11.2800,-0.155166,0.376128,0.758468,walk
11.3000,-0.123622,0.343968,0.921322,walk
11.3200,-0.159143,0.315783,0.843291,walk
11.3400,-0.049421,0.234569,1.152931,walk
11.3600,0.259134,0.551120,1.114783,walk
11.3800,0.086171,0.174500,1.353376,walk
11.4000,0.081276,0.211008,1.181158,walk
11.4200,0.466587,0.104030,1.359673,walk
11.4400,0.469066,0.144071,1.272756,walk
11.4600,0.218039,0.101617,1.149634,walk
11.4800,0.134957,0.097752,1.127548,walk
11.5000,0.230662,-0.141228,0.925071,walk
11.5200,0.339997,-0.086851,0.812156,walk
11.5400,0.271125,-0.079786,0.781338,walk
11.5600,0.327051,-0.183716,0.819513,walk
11.5800,0.276160,-0.119210,0.760793,walk
11.6000,0.324018,-0.117997,0.616188,walk
11.6200,0.262511,-0.093166,0.710119,walk
